index,name,categories,postalCode,city,address,latitude,longitude,dateUpdated,websites
2594,Carl's Jr.,Fast Food Restaurant,92627,Costa Mesa,1501 Newport Blvd,33.631.071,-117.925.699,2018-06-14T19:37:49Z,http://www.carlsjr.com
2595,Carl's Jr.,Fast Food Restaurant and Burger Joint and and American Restaurant,92867,Orange,1520 E Katella Ave,33.809.109,-117.837.043,2018-06-14T19:37:49Z,http://www.carlsjr.com
2596,Subway,Fast Food Restaurants,29223,Columbia,9153 Two Notch Rd,34.094.411,-80.924.683,2018-06-14T19:37:47Z,http://www.subway.com
2597,Carl's Jr.,Fast Food Restaurant,95361,Oakdale,1449 E F St,37.769.958,-12.083.123,2018-06-14T19:37:47Z,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ58mbWYIdhS6eLHrQATWo1osmui4GhcPKFL-_fVBtDWEYvkY1nC5T9mqbxjH-V3qg7BUJGxKOypCpOAfySqUWTiKwtR8ljcG3j2gP2IyX5vQ-3t-tHcMaM24q8q4uhuXt1V6RWyblWpdXg8_Hp_dm1AEQA63aSjUDeLEV8cuYf9dlfdEgITVTBF4vixqqF-T28_FLgu8WDtiA3BZQaYfSV_Uxbmjjicd0G-Z1hwx6MVptgGtphem3xqo5ilArgOljMDTJMF6aUhUF4H20lTJhaxM9hm-B7s8pdFYcr_K23T6FkDODMt9kc03Gw8FN46ogbaIKL-xeKjqHfsk3CUa8i3wNNFWV7A-U&placement=listing_profile&cs_user=unknown&cs_session=b51c31da5e0c0f07a7e95bc62f688ec6b30cd9dc and http://www.carlsjr.com and http://www.roundtablepizza.com/order?id=70
2598,Subway,Fast Food Restaurants,29803,Aiken,720 Silver Bluff Rd,33.513.196,-81.733.406,2018-06-14T19:37:43Z,http://www.subway.com and http://subway.com
2599,Subway,Fast Food Restaurants,29615,Greenville,700 Garlington Rd,3.483.808,-82.278.041,2018-06-14T19:37:42Z,http://www.subway.com
2600,Taco Time,Fast Food Restaurant,98362,Port Angeles,1105 E 1st St,48.111.491,-123.415.161,2018-06-14T14:20:19Z,http://www.tacotimenw.com and http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJU2fqbhTfampH-zw01BnVszv3xdkC5y2-juqUI432gqf4YPkIzNPEyZwDFBGdOl5-OyiAnFmLvRLBle9Tp0YGcRjBUmlxhRTxCvVTG9j7rstGBldwlTTPji8vsX4BL6hW8LjS83ZmZ5atKRzl_xqXY1ytXKXKFJjJJPqoONRQEDefEukExOk0kU74Ritw7rUPaTbaOWFrM4AKn3NQgGXqOGyYN52wqWovelnjocalPCHbKP8_jlJ6H2K5JEr5NpABw8U_Wd2N-_cp_Xf_8_WCl6S3N470o541N56V7UrfgI-A_VnwZTFejCuuRkLP0WA06536yxG82dD9BSsH9idn_hKGgsgFW4B2&placement=listing_profile&cs_user=unknown&cs_session=c698f1e969b80d0d26310358a7f7a3d8b7197c73
2601,Taco Bob's,Fast Food Restaurant,49008,Kalamazoo,826 S Westnedge Ave,42.283.602,-85.589.515,2018-06-14T14:19:38Z,http://www.tacobobs.com
2602,Filippi's Pizza Grotto,Fast Food,92064,Poway,13000 Oak Knoll Dr,32.951.076,-117.067.806,2018-06-14T14:19:31Z,http://www.realcheesepizza.com and http://www.realcheesepizza.com/
2603,Taco Time,Fast Food Restaurant,98045,North Bend,726 SW Mt Si Blvd,47.486.768,-12.179.188,2018-06-14T14:19:28Z,http://www.tacotimenw.com
2604,Taco Time,Fast Food Restaurants,98059,Renton,4114 NE 4th St,47.488.595,-122.163.952,2018-06-14T14:19:28Z,http://tacotimenw.com and http://www.tacotimenw.com and http://www.tacotime.com
2605,Taco Time,Fast Food Restaurant,98372,Puyallup,1115 E Main,4.719.183,-122.278.413,2018-06-14T14:19:28Z,http://www.tacotimenw.com and http://www.tacotime.com
2606,Taco Time,fast food restaurant,98087,Lynnwood,12822 Mukilteo Speedway,47.882.003,-122.280.118,2018-06-14T14:19:27Z,http://www.tacotime.com
2607,Taco Time,Fast Food Restaurants,98087,Lynnwood,12822 Mukilteo Speedway,47.882.003,-122.280.118,2018-06-14T14:19:27Z,http://www.tacotime.com
2608,Taco Time,Fast Food Restaurant,98632,Longview,837 Ocean Beach Hwy,46.146.361,-122.926.674,2018-06-14T14:19:27Z,http://www.tacotimenw.com and http://tacotimenw.com
2609,Taco Time,Fast Food Restaurants,99019,Liberty Lake,1421 N Liberty Lake Rd,47.662.088,-117.101.842,2018-06-14T14:19:27Z,http://www.tacotime.com and http://tacotime.com
2610,Taco Time,Fast Food Restaurants,98022,Enumclaw,865 Watson St N,4.719.851,-121.979.049,2018-06-14T14:19:26Z,http://www.tacotimenw.com and http://www.tacotime.com
2611,Taco Time,Fast Food Restaurant,98032,Kent,1302 W Meeker St,47.381.362,-12.224.941,2018-06-14T14:19:26Z,http://www.tacotimenw.com
2612,Taco Time,Fast Food Restaurant,98201,Everett,3805 Rucker Ave,47.966.993,-122.210.502,2018-06-14T14:19:26Z,http://www.tacotimenw.com
2613,Taco Time,Fast Food Restaurants,98002,Auburn,5 14th St NE,47.320.191,-122.230.218,2018-06-14T14:19:25Z,http://www.tacotimenw.com
2614,Taco Time,Fast Food Restaurants,84601,Provo,960 S University Ave,40.221.307,-11.165.885,2018-06-14T14:19:23Z,http://www.tacotime.com
2615,Taco Time,Fast Food Restaurant East Bay,84601,Provo,960 S University Ave,40.221.307,-11.165.885,2018-06-14T14:19:23Z,http://www.tacotime.com
2616,Jimmy John's,Fast Food Restaurant,46614,South Bend,1290 E Ireland Rd,41.629.124,-86.232.704,2018-06-14T14:19:02Z,http://oldnavy.com and http://jimmyjohns.com and http://www.jimmyjohns.com
2617,Jimmy John's,Fast Food Restaurant,60657,Chicago,3041 N Lincoln Ave,41.937.325,-87.664.925,2018-06-14T14:19:01Z,http://jimmyjohns.com and http://www.jimmyjohns.com
2618,Jimmy John's,Fast Food Restaurant,60605,Chicago,1250 S Michigan Ave,4.186.629,-87.624.209,2018-06-14T14:19:00Z,http://www.jimmyjohns.com
2619,Jimmy John's,Fast Food Restaurant,60614,Chicago,2206 N Clybourn Ave,4.192.196,-87.664.861,2018-06-14T14:19:00Z,http://www.jimmyjohns.com
2620,Jimmy John's,Fast Food Restaurant,60615,Chicago,1519 E 55th St,41.795.127,-87.588.526,2018-06-14T14:19:00Z,http://www.jimmyjohns.com
2621,Jimmy John's,Fast Food Restaurant,60137,Glen Ellyn,850 Roosevelt Rd,41.859.635,-88.040.078,2018-06-14T14:18:59Z,http://www.jimmyjohns.com
2622,Jimmy John's,Fast Food Restaurant,60515,Downers Grove,2321 Ogden Ave,41.805.604,-88.041.975,2018-06-14T14:18:59Z,http://www.jimmyjohns.com
2623,Jimmy John's,Fast Food Restaurant,60431,Joliet,1108 Houbolt Rd,41.502.235,-88.168.837,2018-06-14T14:18:58Z,http://www.jimmyjohns.com
2624,Jimmy John's,Fast Food Restaurants,60440,Bolingbrook,718 E Boughton Rd,41.723.341,-88.038.618,2018-06-14T14:18:58Z,http://www.jimmyjohns.com and http://jimmyjohns.com
2625,Jimmy John's,Fast Food Restaurants,60459,Burbank,7925 S Harlem Ave,41.747.612,-87.799.628,2018-06-14T14:18:58Z,http://jimmyjohns.com
2626,Jimmy John's,Sandwich Place and Fast Food Restaurant,60178,Sycamore,1170 Dekalb Ave,4.198.197,-88.704.398,2018-06-14T14:18:57Z,http://jimmyjohns.com
2627,Dunkin' Donuts,Fast Food,2135,Brighton,350 Washington St,42.349.108,-71.152.962,2018-06-14T14:18:31Z,http://www.dunkindonuts.com
2628,Dunkin' Donuts,Fast Food,2141,Cambridge,5 3rd St,42.372.238,-71.079.565,2018-06-14T14:18:31Z,http://www.dunkindonuts.com and http://www.dunkindonuts.com/ and http://dunkindonuts.com
2629,Dunkin' Donuts,Fast Food,2141,Cambridge,1001 Cambridge St,42.372.753,-7.109.331,2018-06-14T14:18:31Z,http://dunkindonuts.com
2630,Domino's Pizza,Fast Food Restaurants,72212,Little Rock,11600 N Rodney Parham Rd,34.772.564,-9.240.178,2018-06-14T14:17:18Z,http://www.dominos.com and https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps#/menu/category/all
2631,Domino's Pizza,Fast Food Restaurants,62801,Centralia,435 S Elm St,385.228,-891.327,2018-06-14T14:17:12Z,https://www.dominos.com/en/?redirect=homepage and https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps and https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
2632,Domino's Pizza,Fast Food Restaurants,62864,Mount Vernon,734 Salem Rd,383.243,-88.908,2018-06-14T14:17:12Z,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps and https://www.dominos.com/en/?redirect=homepage and https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps
2633,Subway,Fast Food,32765,Oviedo,112 W Mitchell Hammock Rd,28.655.664,-81.209.596,2018-06-14T14:17:06Z,http://pizzahut.com and http://subway.com/ and http://subway.com
2634,White Castle,Fast Food,48180,Taylor,22340 Ecorse Rd,42.255.923,-83.254.276,2018-06-14T14:16:03Z,http://www.whitecastle.com
2635,White Castle,Fast Food Restaurant,46131,Franklin,1129 N Morton St,39.491.464,-86.064.212,2018-06-14T14:16:01Z,http://www.whitecastle.com
2636,White Castle,Fast Food Restaurant,46217,Indianapolis,1414 W Thompson Rd,39.692.953,-86.185.673,2018-06-14T14:16:01Z,http://www.whitecastle.com
2637,White Castle,Fast Food Restaurant,46201,Indianapolis,3210 E Washington St,39.769.042,-86.110.055,2018-06-14T14:16:00Z,http://www.whitecastle.com
2638,White Castle,Fast Food Restaurant,46202,Indianapolis,102 W 16th St,39.788.798,-86.159.666,2018-06-14T14:16:00Z,http://www.whitecastle.com
2639,White Castle,Fast Food Restaurant,60804,Cicero,2209 S Cicero Ave,41.851.133,-87.744.255,2018-06-14T14:15:59Z,http://www.whitecastle.com
2640,White Castle,Fast Food Restaurant and Burger Joint,60169,Hoffman Estates,1100 W Golf Rd,42.048.538,-88.107.124,2018-06-14T14:15:58Z,http://www.whitecastle.com and http://whitecastle.com
2641,Bob Evans,Fast Food Restaurants,46052,Lebanon,2454 N Lebanon St,40.072.101,-86.474.152,2018-06-14T14:15:40Z,https://www.bobevans.com/our-restaurants/locations/2039
2642,Bob Evans,Fast Food Restaurants,47715,Evansville,1125 N Green River Rd,3.798.667,-87.492.676,2018-06-14T14:15:40Z,https://www.bobevans.com/our-restaurants/locations/132
2643,Pizza Hut,Fast Food Restaurants,21702,Frederick,1830 Rosemont Ave,39.429.866,-77.433.061,2018-06-14T14:14:48Z,http://www.pizzahut.com
2644,Pizza Hut,Fast Food Restaurants,21727,Emmitsburg,210 S Seton Ave,39.702.421,-77.327.782,2018-06-14T14:14:48Z,http://www.pizzahut.com
2645,Pizza Hut,Fast Food Restaurants,21811,Berlin,11002 Nicholas Ln,38.375.899,-75.162.531,2018-06-14T14:14:48Z,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJcQioG4un-4DzTQ_xAqKxzg3cKAN95IxUGBzL3WgE8aFM4vE1PwUjC6mScRb4Boug3BttrWJLQw58fCXEVrjvQ-48pYVafxSQtmY_i42U_KqSpP-IymId5q-Yby4jpVheY4ZKEuqzl8CmNfd0Myvg818b1cPdF2Gq78TNUjfgcPNLF3WfV7Z3HuN0C_FtYckFKV3bxoBsRvId2-B61_rxb4Mjrofe0Q7W-6IWa_Kaw_NedVtGdGZxXhE6_EMAjEe3pxRnNpVze30lNlBjlBWB1I3VD3R-8ZCMk72Ckth1hNVaG7sW9qbtcolQ1kEkMmyiWpoDh6vidfqgUXIIamMziPiw2o3d7xFJ&placement=listing_profile&cs_user=unknown&cs_session=407c75737d98494fd69de08cfd2c2a9225aa6f18
2646,Pepperjax Grill,American Restaurant and Fast Food Restaurant and and Sandwich Place Central Omaha,68114,Omaha,1040 S 74th Plz,41.249.121,-96.027.785,2018-06-14T14:14:43Z,https://pepperjaxgrill.com/locations-menus/pacific/ and http://www.pepperjaxgrill.com and http://pepperjaxgrill.com
2647,The Pizza Company,Fast Food Restaurants,15227,Pittsburgh,3050 Churchview Ave,40.385.779,-7.996.767,2018-06-14T14:14:40Z,http://www.thepizzacompany.biz
2648,Round Table Pizza,Fast Food,92704,Santa Ana,2860 S Bristol St,33.708.963,-117.885.524,2018-06-14T14:14:38Z,http://www.roundtablepizza.com/ and http://roundtablepizza.com
2649,Boston Market,Fast Food Restaurant,6870,Old Greenwich,1345 E Putnam Ave,41.044.038,-73.572.944,2018-06-14T14:14:37Z,http://www.bostonmarket.com
2650,Moe's Southwest Grill,Fast Food Restaurants,6830,Greenwich,356 W Putnam Ave,41.022.466,-73.639.171,2018-06-14T14:14:31Z,http://www.moes.com
2651,Joe's Crab Shack,Fast Food,80031,Westminster,8911 Yates St,39.859.398,-105.051.325,2018-06-14T14:14:28Z,http://www.joescrabshack.com/ and http://www.joes.net
2652,Quiznos Sub,Sandwiches / Wraps / Fast Food,20170,Herndon,13053 Worldgate Dr,38.957.842,-77.399.906,2018-06-14T04:07:04Z,http://quiznos.com
2653,Quiznos,Sandwich Place and Fast Food Restaurant and and Soup Place,22042,Falls Church,2837 Gallows Rd,38.873.625,-7.722.711,2018-06-14T04:07:04Z,http://restaurants.quiznos.com/va/fallschurch/merrifieldsplaza-22042 and http://www.quiznos.com
2654,Starbucks Coffee,Coffee & Tea / Breakfast / Fast Food,33026,Hollywood,11253 Pines Blvd,26.007.823,-80.297.338,2018-06-14T04:06:36Z,http://www.starbucks.com
2655,Jimmy John's,Fast Food Restaurants,22209,Arlington,1512 Clarendon Blvd,3.889.367,-77.074.348,2018-06-14T04:04:51Z,http://www.jimmyjohns.com
2656,Subway,Fast Food Restaurants,34480,Ocala,1940 SE 58th Ave,29.168.712,-82.053.666,2018-06-14T04:03:46Z,http://www.subway.com and http://subway.com
2657,Subway,Fast Food Restaurants,67216,Wichita,3410 S Hydraulic St,37.631.227,-97.316.584,2018-06-14T04:02:22Z,http://www.subway.com and http://subway.com
2658,Subway,Fast Food Restaurants,67880,Ulysses,610 W Oklahoma Ave,37.576.528,-10.136.475,2018-06-14T04:02:20Z,http://www.subway.com
2659,Subway,Fast Food Restaurants,67124,Pratt,1301 E 1st St,37.645.865,-98.724.356,2018-06-14T04:02:19Z,http://www.subway.com and http://subway.com
2660,Subway,Sandwich Place and Fast Food Restaurant,66062,Olathe,11932 S Strang Line Rd,38.912.221,-94.768.154,2018-06-14T04:02:12Z,http://www.subway.com
2661,Subway,Fast Food Restaurants,66757,Neodesha,720 Main St,37.417.526,-95.682.632,2018-06-14T04:02:12Z,http://www.subway.com
2662,Subway,Fast Food,32303,Tallahassee,3806 N Monroe St,30.500.989,-84.329.235,2018-06-14T03:59:36Z,http://mylocal.subway.com/subwaytally/ and http://www.subway.com and http://subway.com/
2663,Subway,Fast Food Restaurants,32327,Crawfordville,3073 Crawfordville Hwy,30.175.321,-84.375.041,2018-06-14T03:59:36Z,http://www.subway.com
2664,Subway,Sandwich Place and American Restaurant and and Fast Food Restaurant,32177,Palatka,201 Reid St,29.647.211,-81.629.787,2018-06-14T03:59:35Z,http://www.subway.com and http://subway.com
2665,Subway,Fast Food,32301,Tallahassee,2410 Apalachee Pkwy,3.042.942,-84.240.759,2018-06-14T03:59:35Z,http://subway.com/
2666,Subway,Fast Food,32308,Tallahassee,2401 Mill Creek Ln,30.483.326,-84.236.392,2018-06-14T03:59:35Z,http://mylocal.subway.com/subwaytally/ and http://subway.com/
2667,Steak 'n Shake,Fast Food,32803,Orlando,2820 E Colonial Dr,28.552.963,-81.347.215,2018-06-13T19:08:52Z,http://www.steaknshake.com/ and http://www.steaknshake.com/locations/24391-steak-n-shake-e-colonial-drive-orlando
2668,Steak 'n Shake,Fast Food Restaurants,32818,Orlando,7101 W Colonial Dr,28.552.606,-81.478.176,2018-06-13T19:08:52Z,http://www.steaknshake.com/locations/23447-steak-n-shake-w-colonial-blvd-orlando and http://steaknshake.com/locations/23447-steak-n-shake-w-colonial-blvd-orlando
2669,Steak 'n Shake,Fast Food Restaurant,72703,Fayetteville,4074 N Mall Ave,36.123.631,-94.149.796,2018-06-13T19:08:34Z,http://www.steaknshake.com/locations/24115-steak-n-shake-n-mall-avenue-fayetteville
2670,Domino's Pizza,Fast Food Restaurants,63113,Saint Louis,1444 N Kingshighway Blvd,3.866.273,-902.616,2018-06-13T19:05:48Z,https://www.dominos.com/en/?redirect=homepage and https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps and http://dominos.com and https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps
2671,The Sandwich Place,Fast Food Restaurants,92831,Fullerton,1040 S Raymond Ave,33.864.073,-117.906.834,2018-06-13T19:04:14Z,http://thesandwichplace.com
2672,Papa John's Pizza,Pizza Place and Fast Food Restaurant and and Italian Restaurant,32084,Saint Augustine,801 S Ponce De Leon Blvd,29.881.801,-81.325.012,2018-06-13T19:02:44Z,http://www.papajohns.com and http://papajohns.com
2673,Papa John's Pizza,Fast Food Restaurant,32082,Ponte Vedra Beach,240 A1a N,30.240.569,-81.387.276,2018-06-13T19:02:38Z,http://www.papajohns.com and http://papajohns.com
